video_id,job,id
ParrTA-fXIA,0,0
W8Vqt-3P9M4,0,0
C-A45UTBvpY,0,0
oVciE_ceMlE,0,0
EgHS3oovNzs,0,0
-ld6WDmXrmM,0,0
cLwR44QvJoA,0,0
H-eX78vcUw4,0,0
tcjKnzwZfWY,0,0
6FQF7uxCXv4,0,0
1kScUoGJdzg,0,0
KHlt0SFQmx4,0,0
Y7fcvNPKNG4,0,0
yIQX0a7reMk,0,0
xLTZENrM_ns,0,0
bq5N6-yrmV8,0,0
7-kutEWDUTY,0,0
RTNxXahjdg8,0,0
ZOk_CPlBOp8,0,0
0e_L783DqPg,0,0
z6G4aMhap3g,0,0
RF6OLnVit9k,0,0
DCtO-1GJc2M,0,0
v6KRYDtmoU4,0,0
kVy8HoQgrYg,0,0
N6PrWT7aWEY,0,0
VaWLRqssXas,0,0
OYCt3LI_bIw,0,0
kgSjvpBnRrA,0,0
6vY__jSsrfY,0,0
ALkvjvyq0IY,0,0
EPyLfNBrZl0,0,0
8PbJY_dSONE,0,0
RS88hoUFMe8,0,0
JpjuMoFKgZw,0,0
leCZyEoseTI,0,0
Dr1VC-eVKEo,0,0
gIqa23EB8zk,0,0
ekLWuAio8fo,0,0
YxEw6UbzVD0,0,0
XGC2jyroI0A,0,0
QK5eO3qfrEI,0,0
7q1G-IkPo-c,0,0
_00smtJEwPc,0,0
dX68Vi35Y74,0,0
5_55KtOy_cI,0,0
vjuHsKolbq4,0,0
ymWBikH82Vg,0,0
oLtQZVmiBFE,0,0
agifR9w-h2Q,0,0
ogVraUENjIw,0,0
1SIoYp8PViY,0,0
esxRabM4Hso,0,0
L04FgIJkp5I,0,0
g5gfvYftgMk,0,0
9BDj8vqliZ4,0,0
EjM5ilP3wXo,0,0
E6NgEf1QQ-Y,0,0
m6wREVMWYQs,0,0
trrEXJTT2eg,0,0
Ajpy5tYi7xA,0,0
X-YJgh4_EHI,0,0
BIlIwRMiiUY,0,0
myA4tZmzpS8,0,0
xcOyIaZBw1Y,0,0
CUI1LWvwh3s,0,0
9wMo9DQ928g,0,0
1OjBRurX0T8,0,0
JwhayzMuFoo,0,0
jrvh8lfHKKE,0,0
ZrFmaYtS36w,0,0
xM311BXRmEk,0,0
TZf4woaz_CU,0,0
j--jBO4T9RE,0,0
UtgXBRz7Bl4,0,0
DLDNSSWBlu0,0,0
SNvSGngssDU,0,0
w0lGCAohshw,0,0
-s50VZ4R8_M,0,0
a8S9HqMQ_Rg,0,0
KoQ611OeXZo,0,0
w-OxUsTedBQ,0,0
EpxWF1Aj6VY,0,0
DOrZekm8tCA,0,0
E-rZwtejfdU,0,0
Eezi4-CQXl8,0,0
d6Ojb2FbTlI,0,0
P3SyPlrw7N4,0,0
V2HnSvSlhkk,0,0
Rn22kiOFKD4,0,0
psmZJMF_-J8,0,0
_f0BCMMJS30,0,0
h5B6Us102vQ,0,0
xdWi9MSNO_o,0,0
tmC-wawLn6Q,0,0
L-bO4eo6SKM,0,0
r4TAVaINIrA,0,0
9c37c5OxhjU,0,0
yiISf8g_hPU,0,0
oeI0XBQjfdQ,0,0
ahkhJlTjkoE,0,0
-Gw8Uw1ngMw,0,0
jh7JSbUyXP8,0,0
LT25EBk2lgA,0,0
srkLp0SaZ9M,0,0
aZtt5gqETvo,0,0
76UFNkRLwHA,0,0
bn8Bv5ne5OM,0,0
fORcTI7Wgq8,0,0
MYA10Ja_bYI,0,0
RKLI3KlUQFI,0,0
nMFxahB1sJ4,0,0
tYNbTbZELrE,0,0
bpgwOzXOfXM,0,0
M7YbU2ckKTw,0,0
WFckmou3hRc,0,0
1Pqq3gk8ADU,0,0
LqeXdzfQC9c,0,0
b8ibCR9f1dg,0,0
zbTcWH_IL_8,0,0
5zzt90KrG8Y,0,0
jBbSO2rSKBM,0,0
kO6m1Ck3LKI,0,0
cUyhMHycBNE,0,0
_lp757EuqpY,0,0
ggzaeY-5f4o,0,0
AIZ3YGt9bTw,0,0
NqPfjAhTu0s,0,0
mcTQcgT58IA,0,0
TYkUF_zerA4,0,0
_4DSEXJFLtc,0,0
OWIlwwkSY94,0,0
kS6Dqy1EJ1Q,0,0
P_zLGUUyTQk,0,0
PZmKsyEYrRY,0,0
K-95q0sJ0G8,0,0
Jwde8fwh_SI,0,0
WLEqTv7VHy0,0,0
IDKKcTgxS1E,0,0
ttai8Mhd60Y,0,0
DgifFNisURc,0,0
HNLM1d0DcDs,0,0
pjvuQDPibR4,0,0
oxNcR02SFSs,0,0
wJzswTGVqJQ,0,0
RIvl1iC4m78,0,0
fGTSYvUCcqQ,0,0
1Zxe-fW11Is,0,0
uDgyKHWoncI,0,0
lcd21c9E5Xg,0,0
nVSq05yuTqE,0,0
q44DSHAMIuk,0,0
0kCAT_Ax5vM,0,0
69hWwBTY0vk,0,0
mdFsi13jsM0,0,0
3z7lhDwyQTM,0,0
7qTHAbs4enk,0,0
65_C4zW6dzs,0,0
ktNlXH1nkxc,0,0
yHq_nmGiYhE,0,0
4iPNnHdxw0I,0,0
