video_id,job,id
yxB_qFPdKeo,0,0
WEDAVwIi_48,0,0
ukvaF5DnAqE,0,0
ZsYrw6HYRjA,0,0
CCHp2JV6bqM,0,0
92CVc0fCixQ,0,0
UrIVEEWJyA4,0,0
xcjntxYwYxE,0,0
dLtH2wlIimU,0,0
PVO3BQanDw4,0,0
UxXC3_xvjw0,0,0
-57thFfVkqw,0,0
QQ0aewkP8XE,0,0
InFPmE87iI8,0,0
nVgVHWCGuCk,0,0
vRZyt7DhwWk,0,0
q6XIyVb_J0Y,0,0
oSA4IwF4e7c,0,0
VWqNuinr450,0,0
flqmqwwyCBo,0,0
3-A5txb9Jfg,0,0
G9mJHwCmYWc,0,0
4VMX_rF3RkU,0,0
Hi_iVO6yOTE,0,0
xt5gslqF5RI,0,0
99fv1sHG14A,0,0
KeDr8yASeyE,0,0
Wye6WOhY0Oo,0,0
68xBbs0QFCc,0,0
pRpe516cYhw,0,0
8gFvxzHcGh0,0,0
oWTXFA6iho8,0,0
gKige4sKX2Q,0,0
5VvDZXYFlmM,0,0
ZFAR-1-0kbY,0,0
z4B2cPMuuas,0,0
9KCO2CvPZBg,0,0
9BahygZphsY,0,0
sDlF3p0oXDw,0,0
aoYMNPuCUwo,0,0
qf1Tj5op5n0,0,0
RyQsUKChmmw,0,0
DwaJTDDTgnQ,0,0
1Dogy9GK0MY,0,0
ej6h5YkoWpA,0,0
wd-TWpCMBT8,0,0
jic97HMbdOY,0,0
WXVPD-464hM,0,0
14Gv_ibv9OQ,0,0
rFl0yBT2C2w,0,0
8KgwpGMh6tM,0,0
BFf6E-Aj5U4,0,0
K3uRNfr_914,0,0
DcE1bl7jHvI,0,0
faPC8a2HASs,0,0
8x0CvIjKZ9w,0,0
clvTBwAOmh0,0,0
Lw14fRpdakA,0,0
7_GhaY4dNqM,0,0
TxLMIkOdOj8,0,0
aT7YyFoRrWM,0,0
vKt45eTAHw4,0,0
rRlMwvzBZZY,0,0
d-Up7BBdTes,0,0
eS0KSurhYac,0,0
z5hvmWs1x98,0,0
EPq3ICclodc,0,0
BAaiXXYhPE4,0,0
Yoeja3vcYJc,0,0
4vOiJRG9Z0c,0,0
srLTkUiNaNI,0,0
N3nGzPt2dk0,0,0
I7vAM1hxbN8,0,0
Hh-m68qeptE,0,0
7JVVmnhcWR0,0,0
75SUKIrfQtU,0,0
PNhZNmfFe0g,0,0
LsomuU4tYQY,0,0
oEMkMmzMmhs,0,0
DQqyeUQghWg,0,0
tsmzMAC3yWI,0,0
2u-SQBKzsAM,0,0
cLzNiP5gk5M,0,0
XnTLAGgW4io,0,0
PjY2oitr0bI,0,0
FHHbvsgkg-I,0,0
DnbfHe2g1Ck,0,0
IoN2f2fdd3w,0,0
Ax5W0ZOlHi4,0,0
MszyvbAgToE,0,0
e6MdBv301FA,0,0
OuOaMaHzqPU,0,0
dICaOJccDhI,0,0
0tD5XxXG9mY,0,0
ehvvGW1qr3I,0,0
Kfu2UyfAZv8,0,0
2MexakdzdYw,0,0
Qsjkac9R0YM,0,0
Ic-OqVLF84I,0,0
IQjEUOP5WBI,0,0
91hOY0uJOoU,0,0
8HHomTGYz2g,0,0
Ze7BjYDfros,0,0
dYpqVS33h1A,0,0
scz7-4QgodU,0,0
GVSM_2xa2Xo,0,0
4Co_WEoFfTA,0,0
PSCQaPI9kA8,0,0
edzJ7ENh08c,0,0
Ipk1AMkRE2k,0,0
1qlGnTAvOBw,0,0
u_rnnkRMECo,0,0
nKtvIIm0Oo8,0,0
pbFSNtWBzCE,0,0
m4MvhhvVAAw,0,0
IBrfxLlUJTo,0,0
zQ6AT8yIPVg,0,0
Lh6RLT43g6Q,0,0
5ZyDjEp5mAk,0,0
8AfgCYNMzAI,0,0
F-nJ8NZbiss,0,0
RfQsvKdiu24,0,0
Qtkkyt9veck,0,0
C5IAKRBXDMk,0,0
_MtwuNkLwL8,0,0
lkjKbW4P4wU,0,0
HpARhXhLj70,0,0
QPU4FyjluC0,0,0
tV60651atnQ,0,0
XYE6Naaks80,0,0
QUt0Hcxk884,0,0
ZnPkGMfF9-c,0,0
FnSQ4LgJr4Y,0,0
NCqNfa3IR40,0,0
cnnZmo4xICM,0,0
fctD116AtKo,0,0
S41z4zX2Fqw,0,0
ihFBhI7DO4U,0,0
iqaC8gaKqhA,0,0
qok06muZ3ww,0,0
UH4aWUuC3E0,0,0
O2KFuqwxwhk,0,0
l_mDi4jUkBk,0,0
xPIGWEBfTd8,0,0
VNTs1aQv1p8,0,0
6wLUHaplocE,0,0
sIye8dfh5GA,0,0
3Tm7fq8j_ak,0,0
tJPcAB49v6A,0,0
b4DmCVuYGu8,0,0
rjfWuCRcjxM,0,0
HYT_sO1my9E,0,0
rgOn7FyccdU,0,0
SI8ou6bw5Us,0,0
S5lIG7SoKMM,0,0
frj9wvgcNuM,0,0
pqoQZ7Uvivo,0,0
1nynAp9147E,0,0
3qShBiNmZtY,0,0
utFE_UXLFt8,0,0
gX7r3gF39sc,0,0
FYxJBXTTyZw,0,0
4qPwHChJqxA,0,0
yt-uflKKlio,0,0
RS54G55DGuA,0,0
kNMOrPL8914,0,0
cfznYmzTrxQ,0,0
eSA0LBoyn_Y,0,0
j3SpQ7CAUew,0,0
_YPLt1I94DI,0,0
7osyetToqJM,0,0
6k-ux4II3z4,0,0
JoUDNplmlOA,0,0
UNoLk5HzoN0,0,0
JUaP7ZmFwmc,0,0
Ym_aJAJjL54,0,0
raDbkXgaf6Q,0,0
2A0O0G-rLHw,0,0
U6W6V-47lAk,0,0
WahB0FI-dQg,0,0
JDtP5BJeNV0,0,0
yBKqLc8uQcY,0,0
uoLVb8jm70g,0,0
4_jO0Vgeqss,0,0
oQgHIJ-0V8g,0,0
JvEGpEc-aX4,0,0
n-1FloMzWak,0,0
TB4MhdwPjew,0,0
25WttracDEk,0,0
AVj2kCIBbBY,0,0
2Elr6o_pQ-k,0,0
WVCGb5ZYlBw,0,0
W5ccEUanOMU,0,0
ZzjjxN9k2fg,0,0
cCYzXaB-TNM,0,0
y1veWUiYuIg,0,0
KCY8pz-VWrQ,0,0
QuodN-Phgac,0,0
r0TMbCN09Zw,0,0
bINJ-wJveEg,0,0
_yUZAtTbamA,0,0
pKKdT_NeOlY,0,0
RafFyA_TzaU,0,0
aI4WaE5XR8U,0,0
