video_id,job,id
vYzSzy6IwRI,0,0
Ad8knG-9l2A,0,0
SVyPVVXFpkU,0,0
z67yc8r2WNw,0,0
71SbVFBhaZk,0,0
WncstCwFQt8,0,0
vszNeFnNK9s,0,0
DIh4IQcfPE8,0,0
h_MlvcdpYpM,0,0
Rq5FaDMD49o,0,0
gM6RvjscXT4,0,0
IuM5_UfHkKM,0,0
pGu_5czOYgs,0,0
px4VJP0o7Dk,0,0
0FPEAWjYjAU,0,0
3IzdSTukUcg,0,0
cjoHJVWhqFs,0,0
KZ9G67fzspg,0,0
LtM44pvPlZs,0,0
Z6UdVHhu5mk,0,0
1XMxVw1QRSg,0,0
z8fzq3B9mjg,0,0
JQ0wdSmxLHA,0,0
1uSu4_VgRoA,0,0
_M9dAufoZrw,0,0
csdlHuUTrds,0,0
ybu2rocLJjY,0,0
kcbQKAuBmj4,0,0
nNnW7sx55rU,0,0
L760hH5GxG8,0,0
CoMq4qk68yU,0,0
Q5O7RDCzeAU,0,0
pOwDzzAiPno,0,0
1NSlVK-zQvk,0,0
SZyyzwHf9TQ,0,0
2-nA5CWO8OA,0,0
0giXNyFVPho,0,0
TKx9AU--XVo,0,0
Lk4jjzzPCCQ,0,0
fotW2Jx6mGY,0,0
SIhw8g7gS5g,0,0
_7dGTrGeFao,0,0
umkNF2-1R_Q,0,0
tJa7kLmj0uM,0,0
kC8zbd4j290,0,0
pGjzNEzkeJQ,0,0
9uKSIFGgEeE,0,0
WuKy76gEaf4,0,0
QKJb0MtWP7g,0,0
4FyEQ1QwNFU,0,0
eHbqAjnLKx0,0,0
jGHozTowHZk,0,0
IIIgMZW9P4w,0,0
bHdRXx1s6eE,0,0
A5dbdtc4rhw,0,0
pWYGCDKk9zA,0,0
ypupCRCK6VA,0,0
-5TVUpK4fbw,0,0
Uv65eL6FF8Q,0,0
Fe5FE6GsUGY,0,0
azDQD9CURsg,0,0
n0BWisQWbZ0,0,0
64smaDm1CEY,0,0
5agvavgJnzI,0,0
ORH66PjCn2s,0,0
cPnBFWiPiIg,0,0
QIRxYK2j7Vc,0,0
5AxNgxRRqnQ,0,0
_Ds3BSxmPtw,0,0
gqoi6oH9d3o,0,0
XoMfFeC-mpc,0,0
ckf-WEKFji8,0,0
Rxpo04I56xw,0,0
Mwg-49vhyek,0,0
CEzBBFhcOLw,0,0
ayf-PfNbs9M,0,0
hPaiSVr3mpU,0,0
dw6C3x8e0wg,0,0
z8mTL4Djno8,0,0
K9hJae22svk,0,0
gIG0K3Dm2gY,0,0
xpcQcwexAY8,0,0
JoBK2qiI4l4,0,0
cLvp1uc49yk,0,0
xIWvcCYLZwk,0,0
bZXveGR7YKI,0,0
tEzz3pYRRAA,0,0
C_4obFD0bLA,0,0
BXIFG19MLgg,0,0
Q_ax175F7CA,0,0
yG6VSuid8Oo,0,0
bQsxqCV2lHM,0,0
j-mfOR211Z0,0,0
TB6egFBR46w,0,0
Qa-dH84cFuc,0,0
bndMahkhf34,0,0
E6QxfDmtBjs,0,0
v3boCx8zf_Y,0,0
5zfIlz2GNVY,0,0
BfJ7SWUTMpE,0,0
g7SVgstyO5Q,0,0
OLRLRCdFd2Y,0,0
32vSJ0oChQU,0,0
xWZ39ojrP5w,0,0
Uq-YKp7nmrA,0,0
utNdM5DkaZY,0,0
dtfISZREDcc,0,0
0wlIya7kURc,0,0
7cMe9an7NhA,0,0
ZXycvgxb83g,0,0
KkuNC5Y6fO8,0,0
wPDMYgV8K8U,0,0
jYyhnCcHQNs,0,0
0XrJ2NxDL7M,0,0
5FiKN_BtEF4,0,0
eIS_dj1EAwI,0,0
qUYhjzKk0EI,0,0
AvkYDyJ50SA,0,0
BuiPc_QaPBY,0,0
ZaZ2wz8-qe4,0,0
Pf2KtC29aqg,0,0
2uW8u8ImKL0,0,0
uONxtq5wV-E,0,0
lkxWuEzm2ek,0,0
lLhodF8vRxw,0,0
-jWRUbHyCvY,0,0
Lo-j1hMYTbE,0,0
VhfoiKrO32o,0,0
FFxC61v7TM8,0,0
GHouc42uv2E,0,0
90Yo4wqvAd8,0,0
xKBtWe89uJU,0,0
JYIEd4_IvgA,0,0
U9buYJcQXeM,0,0
UmatukUWzYU,0,0
dl3eT3zgMb4,0,0
WbJpqpdc_hY,0,0
6zH148cNiuQ,0,0
pBWhSH6hIbk,0,0
jold_LxPgqg,0,0
TJIel22a4VE,0,0
QxteuvpcVmo,0,0
b3qVe-XG080,0,0
Ss_b9RXibSg,0,0
10WAkdJo6VU,0,0
wZMv_7rY3jE,0,0
G-hMbxeNzYo,0,0
P3QWESNNV68,0,0
EO8XLEMyQgA,0,0
q8lZbH-9LX8,0,0
